indicative_duration,location,mo1_gender,gender_no,mo2_age,mo3_education,mo4_madrassa,mo5_monthly_income,mo6_local_influence,mo7_basis_for_local_influence,mo8_current_occupation,ms1_impact,ms2_size_of_bribe,ms3_type_of_abuse,ms4_service_with_worst_problem,pd,selected_cohort,stone_name,surveyor,latitude,longitude
27,Kabul PD11 - Prozhe (5) Khair khana,Female,1,36 - 45,Secondary education / High School / Institute,"Yes, some",I prefer not to say,Yes,Community Leader,Provincial Official,Extreme impact,"10,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,34,Placeholder,Tablet 08 - Not assigned (Kabul),34.59452669,69.12856686
8,Kabul PD11 - Qala-e-Najara,Female,1,26 - 35,I do not have any formal education,No,I prefer not to say,No,Religious Leader,"Unemployed, unpaid worker or retired",Moderate impact,"10,000 Afs",Refusal of service,Other,PD11,31,Placeholder,Tablet 17 - Fatima (Kabul),34.57203532,69.12830307
14,Kabul PD11 - Qala-e-Najara,Female,1,26 - 35,Secondary education / High School / Institute,"Yes, some","8001 - 10,000 AFN",No,None of the above,Other,Moderate impact,"1,000 Afs",Payment of money,Other,PD11,31,Placeholder,Tablet 07 - Shakira (Kabul),34.57143222,69.12822531
12,Kabul PD11 - Qala-e-Najara,Female,1,26 - 35,I do not have any formal education,No,I prefer not to say,No,None of the above,Other,Strong impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 07 - Shakira (Kabul),34.57212437,69.12822273
25,Kabul PD11 - Prozhe (5) Khair khana,Female,1,36 - 45,University or post-graduate education,"Yes, some","15,001 - 20,000 AFN",No,Community Leader,Provincial Official,Extreme impact,"1,000 Afs",Payment of money,Filing a case with the courts,PD11,32,Placeholder,Tablet 16 - Humaira (Kabul),34.59437799,69.12815913
29,Kabul PD11 - Prozhe (5) Khair khana,Female,1,46 - 55,I do not have any formal education,No,I prefer not to say,No,Community Leader,Provincial Official,Extreme impact,"1,000,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,32,Placeholder,Tablet 16 - Humaira (Kabul),34.59437799,69.12815913
8,Kabul PD11 - Qala-e-Najara,Female,1,26 - 35,I do not have any formal education,No,I prefer not to say,No,Religious Leader,"Unemployed, unpaid worker or retired",Moderate impact,No payment made,Refusal of service,Other,PD11,33,Placeholder,Tablet 17 - Fatima (Kabul),34.57145254,69.12802829
15,Kabul PD11 - Prozhe (5) Khair khana,Female,1,36 - 45,I do not have any formal education,No,I prefer not to say,No,Religious Leader,"Unemployed, unpaid worker or retired",Moderate impact,No payment made,Refusal of service,Reporting a offence/crime to the police,PD11,31,Placeholder,Tablet 17 - Fatima (Kabul),34.59462276,69.128013
16,Kabul PD11 - Prozhe (5) Khair khana,Female,1,46 - 55,I do not have any formal education,No,I prefer not to say,No,"Respected professional (e.g. Educational, Medical, Technical)","Unemployed, unpaid worker or retired",Strong impact,"1,000 Afs",Payment of money,Tashkera,PD11,32,Placeholder,Tablet 17 - Fatima (Kabul),34.59462276,69.128013
18,Kabul PD11 - Prozhe (5) Khair khana,Female,1,46 - 55,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Driver license,PD11,32,Placeholder,Tablet 02 - Shukria (Kabul),34.59474358,69.12788374
34,Kabul PD11 - Prozhe (5) Khair khana,Female,1,36 - 45,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,32,Placeholder,Tablet 02 - Shukria (Kabul),34.59474358,69.12788374
27,Kabul PD11 - Prozhe (5) Khair khana,Female,1,36 - 45,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Other,Strong impact,"1,000 Afs",Other (please specify below),Reporting a offence/crime to the police,PD11,32,Placeholder,Tablet 02 - Shukria (Kabul),34.59474358,69.12788374
18,Kabul PD11 - Prozhe (5) Khair khana,Female,1,36 - 45,I do not have any formal education,No,"Less than 2,000 AFN",No,None of the above,Other,Strong impact,"10,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,32,Placeholder,Tablet 02 - Shukria (Kabul),34.59474358,69.12788374
16,Kabul PD11 - Qala-e-Najara,Female,1,56 and older,I do not have any formal education,No,4001 - 6000 AFN,No,None of the above,Other,Moderate impact,100 Afs,Payment of money,Other,PD11,31,Placeholder,Tablet 07 - Shakira (Kabul),34.57133282,69.1277391
18,Kabul PD11 - Qala-e-Najara,Female,1,46 - 55,I do not have any formal education,No,I prefer not to say,No,None of the above,Other,Strong impact,"100,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,32,Placeholder,Tablet 07 - Shakira (Kabul),34.57133282,69.1277391
11,Kabul PD11 - Qala-e-Najara,Female,1,26 - 35,Secondary education / High School / Institute,No,I prefer not to say,No,Senior Officer in the Afghan Army or Afghan National Police,"Unemployed, unpaid worker or retired",Strong impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 17 - Fatima (Kabul),34.57068664,69.12769932
11,Kabul PD11 - Qala-e-Najara,Female,1,36 - 45,Primary education,No,I prefer not to say,No,"Respected professional (e.g. Educational, Medical, Technical)","Unemployed, unpaid worker or retired",Strong impact,"10,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,32,Placeholder,Tablet 17 - Fatima (Kabul),34.57136378,69.12767788
56,Kabul PD11 - Qala-e-Najara,Female,1,46 - 55,Vocational training after Secondary / High School,No,"25,001 - 40,000 AFN",No,Community Leader,Provincial Official,Extreme impact,"1,000 Afs",Payment of money,Tashkera,PD11,32,Placeholder,Tablet 16 - Humaira (Kabul),34.5952637,69.12696462
17,Kabul PD11 - Qala-e-Najara,Female,1,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,No,Community Leader,District Official,Extreme impact,"10,000 Afs",Payment of money,Tashkera,PD11,32,Placeholder,Tablet 16 - Humaira (Kabul),34.5952637,69.12696462
14,Kabul PD11 - Qala-e-Najara,Female,1,56 and older,University or post-graduate education,No,"15,001 - 20,000 AFN",No,Business owner (with paid workers),Provincial Official,Extreme impact,"10,000 Afs",Payment of money,Filing a case with the courts,PD11,32,Placeholder,Tablet 16 - Humaira (Kabul),34.5952637,69.12696462
49,Kabul PD11 - Qala-e-Najara,Female,1,36 - 45,I do not have any formal education,No,I prefer not to say,No,Community Leader,Police,Extreme impact,"10,000 Afs",Payment of money,Tashkera,PD11,32,Placeholder,Tablet 08 - Not assigned (Kabul),34.59521523,69.12687393
12,Kabul PD11 - Prozhe (5) Khair khana,Female,1,46 - 55,I do not have any formal education,No,I prefer not to say,Yes,Religious Leader,Provincial Official,Extreme impact,"1,000,000 Afs",Payment of money,District office to obtain official documentation such as land ownership,PD11,32,Placeholder,Tablet 08 - Not assigned (Kabul),34.59521523,69.12687393
14,Kabul PD11 - Hase Awal Khair Khana,Female,1,26 - 35,I do not have any formal education,No,4001 - 6000 AFN,No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Obtaining a judgement,PD11,32,Placeholder,Tablet 07 - Shakira (Kabul),34.56680509,69.12572425
14,Kabul PD11 - Hase Awal Khair Khana,Female,1,36 - 45,University or post-graduate education,No,I prefer not to say,No,Selected or elected representative (past or present),"Unemployed, unpaid worker or retired",Strong impact,"1,000,000 Afs",Payment of money,Other,PD11,32,Placeholder,Tablet 17 - Fatima (Kabul),34.56666604,69.12566145
30,Kabul PD11 - Hase Awal Khair Khana,Female,1,26 - 35,Vocational training after Secondary / High School,No,I prefer not to say,No,Respected and skilled artisan,"Unemployed, unpaid worker or retired",Extreme impact,"10,000 Afs",Payment of money,Other,PD11,32,Placeholder,Tablet 17 - Fatima (Kabul),34.56666604,69.12566145
8,Kabul PD11 - Hase Awal Khair Khana,Female,1,46 - 55,Primary education,No,"8001 - 10,000 AFN",No,None of the above,Other,Extreme impact,"10,000 Afs",Payment of money,Other,PD11,32,Placeholder,Tablet 07 - Shakira (Kabul),34.56663364,69.12541553
11,Kabul PD11 - Hazara Baghal,Female,1,26 - 35,I do not have any formal education,No,I prefer not to say,No,Senior Officer in the Afghan Army or Afghan National Police,"Unemployed, unpaid worker or retired",Strong impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 17 - Fatima (Kabul),34.58636143,69.12466348
47,Kabul PD11 - Hase Awal Khair Khana,Female,1,26 - 35,Secondary education / High School / Institute,No,6001 - 8000 AFN,No,None of the above,Other,Strong impact,"1,000 Afs",Payment of money,Other,PD11,32,Placeholder,Tablet 07 - Shakira (Kabul),34.56791704,69.12375941
14,Kabul PD11 - Hase Awal Khair Khana,Female,1,46 - 55,I do not have any formal education,No,6001 - 8000 AFN,No,None of the above,Other,Extreme impact,100 Afs,Payment of money,Other,PD11,32,Placeholder,Tablet 07 - Shakira (Kabul),34.56780214,69.12372883
14,Kabul PD11 - Prozhe Naw Abad,Female,1,36 - 45,Primary education,No,I prefer not to say,No,None of the above,Other,Strong impact,No payment made,Delay of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 07 - Shakira (Kabul),34.58745532,69.12366026
13,Kabul PD11 - Hazara Baghal,Female,1,Up to 25,Vocational training after Secondary / High School,No,"15,001 - 20,000 AFN",No,Business owner (with paid workers),District Official,Extreme impact,No payment made,Payment of money,Tashkera,PD11,33,Placeholder,Tablet 16 - Humaira (Kabul),34.58749618,69.12365197
13,Kabul PD11 - Hazara Baghal,Female,1,26 - 35,I do not have any formal education,No,I prefer not to say,No,Senior Officer in the Afghan Army or Afghan National Police,"Unemployed, unpaid worker or retired",Strong impact,No payment made,Refusal of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 17 - Fatima (Kabul),34.58695382,69.12304329
17,Kabul PD11 - Sar e tapa Appartments,Female,1,36 - 45,I do not have any formal education,No,"20,001 - 25,000 AFN",No,None of the above,Other,Moderate impact,No payment made,Delay of service,Driver license,PD11,31,Placeholder,Tablet 07 - Shakira (Kabul),34.58332675,69.12289349
23,Kabul PD11 - Sar e tapa Appartments,Female,1,36 - 45,Primary education,"Yes, on a regular basis",I prefer not to say,No,Selected or elected representative (past or present),Provincial Official,Extreme impact,"10,000 Afs",Payment of money,Driver license,PD11,32,Placeholder,Tablet 16 - Humaira (Kabul),34.58354693,69.12274303
23,Kabul PD11 - Sar e tapa Appartments,Female,1,56 and older,Primary education,"Yes, some",I prefer not to say,Yes,Selected or elected representative (past or present),Provincial Official,Moderate impact,"100,000 Afs",Payment of money,Tashkera,PD11,34,Placeholder,Tablet 16 - Humaira (Kabul),34.58354693,69.12274303
12,Kabul PD11 - Sar e tapa Appartments,Female,1,46 - 55,Primary education,No,4001 - 6000 AFN,No,None of the above,Other,Extreme impact,100 Afs,Delay of service,Other,PD11,33,Placeholder,Tablet 07 - Shakira (Kabul),34.58366233,69.12273658
11,Kabul PD11 - Sar e tapa Appartments,Female,1,26 - 35,Primary education,No,I prefer not to say,No,None of the above,Other,Extreme impact,"100,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,32,Placeholder,Tablet 07 - Shakira (Kabul),34.58372897,69.122704
14,Kabul PD11 - Sar e tapa Appartments,Female,1,36 - 45,I do not have any formal education,No,I prefer not to say,No,None of the above,Other,Strong impact,No payment made,Delay of service,Filing a case with the courts,PD11,33,Placeholder,Tablet 07 - Shakira (Kabul),34.58372897,69.122704
19,Kabul PD11 - Hazara Baghal,Female,1,26 - 35,Secondary education / High School / Institute,No,"15,001 - 20,000 AFN",No,None of the above,Other,Strong impact,"100,000 Afs",Payment of money,Other,PD11,32,Placeholder,Tablet 07 - Shakira (Kabul),34.58765347,69.12245044
12,Kabul PD11 - Afsotar appartments,Female,1,46 - 55,I do not have any formal education,No,I prefer not to say,No,Religious Leader,"Unemployed, unpaid worker or retired",Moderate impact,"10,000 Afs",Payment of money,Other,PD11,31,Placeholder,Tablet 17 - Fatima (Kabul),34.56646887,69.12196283
8,Kabul PD11 - Afsotar appartments,Female,1,Up to 25,Secondary education / High School / Institute,No,I prefer not to say,No,"Respected professional (e.g. Educational, Medical, Technical)","Unemployed, unpaid worker or retired",Moderate impact,No payment made,Refusal of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 17 - Fatima (Kabul),34.56646887,69.12196283
19,Kabul PD11 - Gulaye Sinama,Female,1,26 - 35,Primary education,"Yes, some",I prefer not to say,No,Senior Officer in the Afghan Army or Afghan National Police,Other,Moderate impact,"10,000 Afs",Payment of money,Reporting a offence/crime to the police,PD11,,Placeholder,Tablet 04 - Marwa (Kabul),34.57569965,69.12177138
45,Kabul PD11 - Shahrak (212) Family,Female,1,Up to 25,Vocational training after Secondary / High School,"Yes, some",I prefer not to say,Yes,"Judge or senior official in district, provincial or national Government",Police,Extreme impact,"1,000 Afs",Payment of money,Driver license,PD11,34,Placeholder,Tablet 08 - Not assigned (Kabul),34.54655498,69.12123502
22,Kabul PD11 - Shahrak (212) Family,Female,1,Up to 25,Secondary education / High School / Institute,"Yes, some",I prefer not to say,Yes,"Respected professional (e.g. Educational, Medical, Technical)",Police,Extreme impact,"10,000 Afs",Payment of money,Other,PD11,34,Placeholder,Tablet 08 - Not assigned (Kabul),34.54655498,69.12123502
9,Kabul PD11 - Hase Awal dah Kipak,Female,1,Up to 25,Vocational training after Secondary / High School,"Yes, some",I prefer not to say,No,None of the above,Other,Strong impact,"10,000 Afs",Payment of money,Obtaining a judgement,PD11,32,Placeholder,Tablet 07 - Shakira (Kabul),34.54625116,69.1209138
13,Kabul PD11 - Hase Awal dah Kipak,Female,1,26 - 35,I do not have any formal education,No,6001 - 8000 AFN,No,None of the above,Other,Moderate impact,No payment made,Delay of service,Other,PD11,33,Placeholder,Tablet 07 - Shakira (Kabul),34.54604892,69.12086886
,Kabul PD11 - Hase Awal dah Kipak,Female,1,26 - 35,University or post-graduate education,No,I prefer not to say,No,Community Leader,"Unemployed, unpaid worker or retired",Extreme impact,"100,000 Afs",Payment of money,Filing a case with the courts,PD11,32,Placeholder,Tablet 17 - Fatima (Kabul),34.54568402,69.12055249
18,Kabul PD11 - Hase Awal dah Kipak,Female,1,36 - 45,I do not have any formal education,No,I prefer not to say,No,Senior Officer in the Afghan Army or Afghan National Police,"Unemployed, unpaid worker or retired",Strong impact,No payment made,Refusal of service,Reporting a offence/crime to the police,PD11,33,Placeholder,Tablet 17 - Fatima (Kabul),34.54568402,69.12055249
31,Kabul PD11 - Hase Awal dah Kipak,Female,1,Up to 25,University or post-graduate education,No,"8001 - 10,000 AFN",No,Community Leader,Provincial Official,Extreme impact,No payment made,Demand for sexual favours,Obtaining a judgement,PD11,33,Placeholder,Tablet 16 - Humaira (Kabul),34.54708837,69.12046667
20,Kabul PD11 - Hase Awal dah Kipak,Female,1,26 - 35,I do not have any formal education,No,I prefer not to say,No,None of the above,Other,Strong impact,No payment made,Delay of service,Filing a case with the courts,PD11,33,Placeholder,Tablet 07 - Shakira (Kabul),34.54564253,69.12038294
13,Kabul PD11 - Hase Awal dah Kipak,Female,1,36 - 45,I do not have any formal education,No,4001 - 6000 AFN,No,None of the above,Other,Strong impact,100 Afs,Payment of money,Reporting a offence/crime to the police,PD11,32,Placeholder,Tablet 07 - Shakira (Kabul),34.5457456,69.12038281
24,Kabul PD11 - Hase Awal dah Kipak,Female,1,Up to 25,Secondary education / High School / Institute,"Yes, on a regular basis",I prefer not to say,No,Community Leader,Provincial Official,Extreme impact,"1,000 Afs",Payment of money,Tashkera,PD11,32,Placeholder,Tablet 16 - Humaira (Kabul),34.54690165,69.12008073
11,Kabul PD11 - Gulaye Sinama,Female,1,36 - 45,I do not have any formal education,"Yes, some",I prefer not to say,Yes,,Police,Extreme impact,"1,000 Afs",Payment of money,Filing a case with the courts,PD11,,Placeholder,Tablet 08 - Not assigned (Kabul),34.57449553,69.1199584
47,Kabul PD11 - Gulaye Sinama,Female,1,26 - 35,Primary education,"Yes, some",I prefer not to say,Yes,Senior Officer in the Afghan Army or Afghan National Police,Police,Extreme impact,"10,000 Afs",Payment of money,Vehicle registration,PD11,,Placeholder,Tablet 08 - Not assigned (Kabul),34.57449553,69.1199584
